Cuarto_de_galón Quart 126
Cuatro Four 782
Cubrir Cover 785
Cuello Neck 0
Cuerda String 186
Cuerpo Body 684
Cuidado Care 724
Cultivo Crop 223
Curso Course 546
Cuyo Whose 239
Dama Lady 279
Dar Give 877
Darse_cuenta Notice 601
De Of 998
De_acuerdo Agree 211
Debajo Under 875
Debe Must 828
Deberá Shall 385
Debería Should 795
Decidir Decide 539
Decimal Decimal 250
Decir Say 866
Dedo Finger 359
Dejar Let 775
Deletrear Spell 833
Delgado Thin 175
Depender Depend 184
Derecho Right 855
Desarrollar Develop 563
Descanso Rest 580
Describir Describe 382
Desde Since 654
Deseo Wish 433
Desierto Desert 155
Después After 889
Destacado Stood 573
Detener Stop 711
Determinar Determine 127
Día Day 923
Dibujar Draw 762
Diccionario Dictionary 331
Dicho Told 657
Dientes Teeth 2
Diez Ten 624
Diferir_de Differ 862
Difícil Hard 769
Dijo Said 953
Dinero Money 611
Dio Gave 567
Directo Direct 681
Dirigir Lead 592
Discutir Discuss 79
Diseño Design 315
Distancia Range 10
Distante Distant 505
Divertido Fun 414
Dividir Divide 472
División Division 45
Doble Double 52
Doctor Doctor 243
Dólar Dollar 179
Dominar Master 49
Dónde Where 890
Dormir Sleep 441
Dos Two 927
Dupdo Copy 367
Durante During 644
Efecto Effect 226
Ejemplo Example 740
Ejercicio Exercise 437
él He 989
Eléctrico Electric 225
Elemento Element 221
Ella She 950
Ellos Them 939
Empezar Begin 743
Empezó Began 715
Empresa Company 144
Empujar Push 389
En In 994
En_contra Against 617
Encima Above 693
Encontrar Find 900
Encontró Found 793
Enemigo Enemy 17
Energía Energy 458
Enfado Anger 102
Enorme Huge 82
Enseñar Teach 570
Entonces Then 940
Entrar Enter 166
Entre Between 781
Enviar Send 162
Envio Ship 666
Equiparar Equate 514
Equipo Team 268
Es Is 993
Escala Scale 339
Escalada Climb 317
Esclavo Slave 25
Escoger Choose 259
Escribió Wrote 286
Escribir Write 938
Escrito Written 427
Escucha Listen 630
Ese That 990
Eso It 992
Espacio Space 650
Especial Special 557
Especialmente Especially 85
Espectáculo Show 881
Esperanza Hope 405
Esperar Expect 224
Espere Wait 587
Esposa Wife 136
Esquina Corner 218
Estaba Was 988
Estación Station 33
Estado Been 902
Estas These 934
Este East 503
Estrella Star 584
Estudiante Student 219
Estudiar Study 789
Estupendo Great 868
Evento Event 142
Exacto Exact 293
Excepto Except 287
Excitar Excite 353
Exigir Require 108
éxito Success 145
Expedido Sent 260
Experiencia Experience 75
Experimentar Experiment 312
Extraño Strange 402
Facilitar Ease 739
Familia Family 682
Famoso Famous 180
Favor Favor 42
Fiesta Party 217
Figura Figure 585
Fila Row 295
Fin End 840
Final Final 568
Firmar Sign 418
Flor Flower 404
Fluir Flow 256
Fondo Bottom 311
Forma Shape 515
Formar Form 870
Fracción Fraction 449
Frase Sentence 869
Frente Front 571
Fresco Fresh 164
Frío Cold 602
Frotar Rub 182
Fruta Fruit 205
Fuego Fire 661
Fuera Out 963
Fueron Were 961
Fuerte Strong 558
Fuerza Force 542
Fuimos Went 818
Funcionar Operate 200
Ganar Win 63
Gas Gas 412
Gastar Spend 39
Gato Cat 374
General General 478
Gente People 914
Giro Turn 861
Gobernar Govern 604
Golpear Beat 354
Grabar Record 530
Gracias Thank 89
Gráfico Chart 148
Grande Large 834
Grandioso Grand 499
Granja Farm 770
Grasa Fat 37
Gris Gray 110
Gritar Shout 288
Grueso Thick 203
Grupo Group 737
Guay Cool 316
Guerra War 619
Guía Guide 76
Habilidad Skill 95
Habitación Room 717
Habla Speech 12
Hablar Talk 687
Habló Spoke 230
Hace Does 849
Hacer Do 948
Hacia Toward 620
Halar Pull 603
Haría Would 937
Hecho Made 892
Hermana Sister 81
Hermano Brother 454
Herramienta Tool 58
Hielo Ice 477
Hierro Iron 309
Higo Fig 84
Hijo Son 342
Historia Story 766
Hizo Did 919
Hoja Sheet 44
Hombre Man 884
Hombres Men 820
Hombro Shoulder 134
Hora Hour 647
Hueso Bone 215
Huevo Egg 453
Humano Human 228
Idea Idea 714
Idioma Language 501
Ido Gone 401
Igual Equal 261
Imagen Picture 812
Imagina Imagine 213
Imán Magnet 91
Importar Matter 476
Impresión Print 158
Incluir Include 473
Incluso Even 831
Incorrecto Wrong 111
Indicar Indicate 232
Industria Industry 358
Iniciar_sesión Log 5
Insecto Insect 235
Instante Instant 23
Instrumento Instrument 425
Interesar Interest 635
Inventar Invent 130
Invierno Winter 429
Ir Go 921
Isla Island 535
Izquierda Left 761
Jardín Garden 262
Jefe Chief 171
Joven Young 695
Juego Game 516
Jugar Play 842
Juntos Together 747
Justa Fair 255
La_licenciatura Degree 21
Lado Side 903
Lago Lake 341
Laico Lay 618
Lanzar Throw 117
Largo Long 932
Lavar Wash 193
Leche Milk 330
Led Led 71
Leer Read 837
Lejos Far 764
Lento Slow 615
Ley Law 370
Libra Pound 577
Libro Book 722
Ligero Light 817
Limpiar Clean 281
Línea Line 863
Líquido Liquid 6
Lista List 690
Listo Ready 694
Llamada Call 908
Llanura Plain 698
Llave Key 310
Llegar Arrive 50
Llenar Fill 504
Llevar Carry 721
Llorar Cry 591
Lluvia Rain 606
Localizar Locate 238
Longitud Length 463
Lucha Fight 356
Lugar Place 893
Luna Moon 536
Madera Wood 701
Madre Mother 806
Maíz Corn 189
Malo Bad 276
Manejar Drive 574
Mano Hand 836
Mantenido Kept 424
Manzana Apple 73
Mañana Morning 625
Mapa Map 607
Máquina Machine 589
Mar Sea 763
Marca Mark 732
Marrón Brown 264
Más More 924
Más_bien Rather 191
Masa Mass 68
Matar Kill 343
Material Material 484
Mayo May 905
Mayor Major 165
Me_gusta Like 936
Media Mean 858
Mediante Through 872
Medida Measure 677
Medio Middle 344
Mediodía Noon 240
Mejor Best 648
Melodía Melody 299
Menos Less 626
Mente Mind 556
Mentira Lie 355
Mercado Market 22
Mes Month 410
Mesa Table 628
Metal Metal 391
Método Method 328
Mezcla Mix 269
Mía Mine 168
Miedo Fear 177
Mientras While 757
Mil Thousand 520
Milla Mile 728
Millón Million 409
Minúsculo Tiny 318
Minuto Minute 559
Mira Look 925
Mismo Same 851
Mitad Half 664
Moderno Modern 222
Molécula Molecule 113
Momento Moment 340
Montaña Mountain 712
Montar Mount 434
Morir Die 291
Motor Engine 489
Movimiento Move 856
Mucho Much 859
Muchos Many 941
Muerte Death 97
Muerto Dead 157
Mujer Woman 248
Multiplicar Multiply 548
Multitud Crowd 190
Mundo World 805
Murciélago Bat 192
Música Music 735
Muy Very 873
Nacido Born 128
Nación Nation 332
Nada Nothing 547
Nadar Swim 139
Nariz Nose 104
Natural Natural 352
Naturaleza Nature 11
Necesario Necessary 198
Necesitar Need 814
Negro Black 674
Neumático Tire 508
Ni Nor 53
Nieve Snow 509
Niño Child 335
Niños Children 744
Nivel Level 122
No No 916
Noche Night 754
Nombre Name 874
Norte North 750
Nos Us 810
Nosotros We 965
Nota Note 588
Nube Cloud 322
Nuestra Our 876
Nueve Nine 125
Nuevo New 898
Número Number 918
Nunca Never 777
O Or 973
Objeto Object 540
Observar Observe 336
Obtener Get 894
Oceano Ocean 562
Ocho Eight 398
Ocupado Busy 532
Ocurrir Happen 668
Oeste West 637
Oferta Offer 27
Oficina Office 297
Oh Oh 565
Oído Heard 649
Oír Hear 708
Ojo Eye 778
Ola Wave 496
Oler Smell 55
Oportunidad Chance 121
Opuesto Opposite 137
Orden Order 662
Oreja Ear 349
Organizar Arrange 132
Organo Organ 327
Original Original 35
Oro Gold 527
Oscuro Dark 590
Oso Bear 408
Otoño Fall 593
Otro Other 962
Oxígeno Oxygen 99
Padre Father 800
Paga Pay 326
Página Page 796
País Country 794
Pájaro Bird 686
Palabra Word 969
Palo Stick 307
Pan_de_molde Bread 31
Papá Dad 32
Papel Paper 738
Par Pair 474
Para For 987
Parecer Seem 748
Pared Wall 436
Párrafo Paragraph 387
Parte Part 896
Parte_superior Top 653
Partido Match 87
Pasado Past 416
Pasar Pass 655
Paseo Ride 452
Paso Step 640
Pato Duck 24
Patrón Pattern 616
Pedir Ask 821
Peligro Danger 206
Pelota Ball 498
Pensamiento Thought 774
Pensar Think 867
Pequeña Small 841
Pequeño Little 887
Perder Miss 512
Perdió Lost 265
Período Period 233
Permanecer Stay 545
Permitir Allow 159
Pero But 968
Perro Dog 683
Persona Person 612
Personaje Character 236
Pesado Heavy 491
Pescado Fish 713
Peso Weight 479
Petróleo Oil 274
Pie Foot 534
Piedra Stone 319
Piel Skin 304
Pierna Leg 438
Pies Feet 725
Pieza Piece 658
Pintar Paint 502
Piso Floor 380
Pista Track 48
Pistola Gun 160
Plan Plan 586
Planeta Planet 173
Plano Flat 306
Planta Plant 786
Plata Silver 90
Pliegue Crease 302
Plural Plural 103
Poblar Populate 20
Pobre Poor 314
Poco Bit 369
Pocos Few 751
Poder Can 964
Podría Could 922
Poema Poem 187
Polluelo Chick 19
Poner Put 839
Por By 971
Por_favor Please 242
Por_qué Why 822
Por_supuesto Sure 707
Porque Cause 860
Pose Pose 680
Posible Possible 526
Posición Position 488
Práctica Practice 246
Pregunta Question 669
Preguntarse Wonder 522
Prensa Press 756
Preparar Prepare 106
Presente Present 492
Primavera Spring 337
Primero First 907
Principal Main 700
Prisa Hurry 172
Probable Probable 456
Probar Prove 440
Problema Problem 659
Proceso Process 201
Produce Produce 552
Producto Product 675
Profundo Deep 537
Pronto Soon 685
Propiedad Property 115
Propio Own 797
Proporcionar Provide 212
Proteger Protect 241
Prueba Test 531
Pueblo Town 597
Puerta Door 676
Puerto Port 835
Pulgada Inch 549
Punto Point 807
Puntuación Score 74
Que Than 909
Qué What 967
Quemar Burn 377
Querer Want 846
Querido Dear 18
Quien Who 906
Quizás Perhaps 469
Radio Radio 231
Raíz Root 395
Rama Branch 88
Rápido Fast 633
Razón Reason 464
Real Real 753
Recibir Receive 296
Reclamación Claim 101
Recoger Pick 468
Recuerda Remember 641
Redondo Round 885
Región Region 459
Regla Rule 605
Reloj Watch 704
Repentino Sudden 467
Repetir Repeat 109
Representar Represent 462
Resbalón Slip 64
Resolver Settle 481
Responder Answer 792
Respuesta Reply 16
Resultado Result 378
Retenida Held 384
Reunir Gather 120
Reunirse Meet 396
Rey King 651
Rico Rich 204
Río River 727
Risa Laugh 521
Rock Rock 663
Rodar Roll 361
Rojo Red 691
Rompió Broke 346
Rosa Rose 151
Rueda Wheel 544
Ruido Noise 123
Ruidoso Loud 338
Sab Sat 428
Saber Know 911
Sabía Knew 656
Sal Salt 105
Salir Leave 679
Saltar Jump 400
Salvaje Wild 426
Salvar Save 252
Sangre Blood 273
Sección Section 324
Seco Dry 523
Segmento Segment 26
Seguir Follow 824
Segundo Second 723
Seguro Safe 375
Seis Six 629
Seleccionar Select 112
Semana Week 569
Semilla Seed 285
Sencillo Simple 623
Sensación Feel 688
Sentar Sit 447
Sentido Sense 350
Separar Separate 245
Será Will 944
Servir Serve 610
Si Whether 390
Sí Yes 506
Siempre Always 736
Sierra Saw 765
Siete Seven 388
Siglo Century 373
Significado Meant 4
Siguiente Next 746
Sílaba Syllable 471
Silencio Silent 365
Silencioso Still 788
Silla Chair 207
Símbolo Symbol 292
Similar Similar 77
Sintió Felt 470
Sistema System 533
Sol Sun 783
Solamente Only 886
Soldado Soldier 202
Solitario Lone 439
Sólo Just 871
Soltar Drop 495
Soltero Single 308
Solución Solution 92
Sombrero Hat 147
Sonar Sound 917
Sonreír Smile 303
Soplar Blow 275
Sorpresa Surprise 321
Sostener Hold 638
Suave Soft 415
Subir Rise 277
Suelo Soil 362
Sueño Dream 62
Suficiente Enough 699
Sufijo Suffix 86
Sugerir Suggest 282
Suministro Supply 216
Superficie Surface 538
Sur South 660
Sustancia Substance 43
Sustantivo Noun 582
Sustraer Subtract 143
Tablero Board 431
Tal Such 825
Tamaño Size 483
También Too 852
Tarde Late 760
Tarjeta Card 67
Tema Subject 460
Temperatura Temperature 360
Temporada Season 93
Temprano Early 639
Tener Have 976
Tenido Had 972
Tercero Third 386
Terminar Finish 407
Término Term 138
Tienda Shop 119
Tiene Has 926
Tierra Land 830
Tipo Kind 816
Todas All 960
Todavía Yet 497
Todo Whole 652
Tomar Take 895
Tomó Took 720
Tono Tone 284
Toque Touch 272
Total Total 57
Trabajo Work 897
Traer Bring 507
Traje Suit 154
Trajo Brought 511
Tramo Stretch 118
Tranquilo Quiet 320
Tren Train 442
Tres Three 847
Triángulo Triangle 174
Tubo Tube 181
último Last 776
Un An 952
Una_vez Once 710
Unidad Unit 599
Unirse Join 283
Uno One 977
Untado Spread 133
Usual Usual 696
Utilizar Use 956
Vaca Cow 421
Valle Valley 54
Valor Value 357
Vapor Steam 9
Variar Vary 482
Varios Several 622
Vaso Glass 423
Vecino Neighbor 194
Veinte Twenty 305
Vela Sail 485
Velocidad Speed 329
Ven Come 920
Vender Sell 146
Ventana Window 445
Ver See 929
Verano Summer 443
Verbo Verb 632
Verde Green 566
Vestir Clothe 403
Viajar Travel 627
Viaje Trip 298
Vida Life 752
Viento Wind 670
Vino Came 882
Visión Sight 176
Visitar Visit 417
Vivir Live 891
Vocal Vowel 621
Voz Voice 600
Y And 996
Ya_sea Either 379
Yarda Yard 278
Yo I 982
Yo_mismo Self 802
Zapato Shoe 135
Zona Area 665
